Summary,Sentiment,Summary_len
"[look, good, qualiti, product, nice]",positive,9
"[cricket, wicket]",positive,2
[nice],positive,1
"[good, qualiti]",positive,2
"[good, qualiti]",positive,3
"[son, happi, plastic, wicket, long, thank, flipkart]",positive,17
"[best, stump, play, cricket, raini, season, good, stump]",positive,12
"[nice, product, nice, qualiti]",positive,7
"[realli, good, product, superb, qualityfast, deliveryjust, go]",positive,9
"[wicket, realli, good, stripe, bodi, stamp, like, imag]",positive,19
"[good, product]",positive,2
"[amaz, product, beauti, pack]",positive,8
"[realli, good, strong, qualiti, less, price, got, thank]",positive,11
[super],positive,1
"[good, product, happi]",positive,7
"[product, best]",positive,5
[super],positive,1
"[best, wicket]",positive,2
[good],positive,1
"[nice, product, cloud, good]",negative,7
"[lowest, price, worth, moneythi, hard, plastic, play, ballsthi, best, choic, ever, cricket, game, person, realli, love]",positive,26
"[good, product]",positive,2
"[nice, thank, flipkart]",positive,4
"[item, good, qualiti, deliveri, boy, good, n, profession]",positive,10
"[good, strong, wicket]",positive,4
"[nice, product]",positive,2
[nice],positive,1
"[nice, product, damag, thanku, flipkart]",positive,9
"[qualiti, good]",positive,4
[super],positive,1
"[build, qualiti, awesom, good, product, price, rang, go]",positive,13
"[good, qualiti, twelv, year, boy, use, happi]",positive,11
"[plastic, qualiti, gudbut, stump, u, black, linethat, made, electrician, tape, gud, remov, minutespleas, do, nt, buy, stump, strip, look]",neutral,34
[ok],neutral,1
"[bad, qualiti, use, wicket, broke, suitabl, tani, ball, leather, synthet, deu, ball]",negative,25
[amaz],positive,1
"[nice, product]",positive,2
"[supper, better]",positive,3
"[good, product, love]",positive,6
"[good, qualiti, stump, go, valu, money]",positive,9
"[nice, product, paisa, vasool]",positive,5
"[good, plastic]",positive,2
"[best, product]",positive,2
"[product, satisfactori]",positive,3
"[must, buy]",positive,2
"[good, product]",positive,2
"[superb, qualiti]",positive,2
"[valu, money]",positive,3
"[nice, qualiti]",positive,2
[bad],negative,2
[ok],positive,2
"[good, produc]",positive,2
"[bad, good, one]",positive,4
"[nice, product, qualiti, nice, heavi, plastic]",positive,8
"[overal, three, five]",neutral,5
"[excel, product, thank]",positive,3
"[nice, product, colour, issu]",positive,5
"[good, go]",positive,5
"[good, product]",positive,2
[nice],positive,1
"[bad, ok]",positive,4
"[valu, money]",positive,3
"[product, best]",positive,3
"[wicket, good, three, bail, less]",negative,8
"[good, product]",positive,3
[good],positive,2
"[averag, good, qualiti]",negative,4
"[nice, product]",positive,3
"[good, product, black, structur, satisfi]",negative,13
"[stump, good, take, long, time, deliveri, got, stump, time, cricket, tournament, deliveri, servic, worst]",negative,28
"[nice, product]",positive,3
[nice],positive,1
[good],positive,1
[bad],positive,2
"[nice, product, thank, flipkart]",positive,5
[good],positive,1
"[good, qualiti]",positive,2
[good],positive,1
[nice],positive,1
[nice],positive,1
[best],positive,1
[good],positive,2
[good],positive,2
[good],positive,1
"[averag, qualiti]",neutral,2
"[poor, product]",negative,3
"[worst, product, ever, seen, mani, reason, due, worst, bad, qualityii, pictur, blue, came, black, iii, late, deliveryiv, wicket, bend, easilydont, buy, mani, good, wicket, rang]",negative,43
[best],positive,1
"[nice, product, like, product, world, best, wicket]",positive,13
"[good, stump, pl, buy]",positive,8
"[nice, qualiti]",positive,2
[nice],positive,2
"[nice, product, thank, flipkart]",positive,6
[good],positive,1
[nice],positive,1
"[good, product]",positive,2
"[good, product]",positive,2
"[good, product]",positive,3
"[super, stamp]",positive,2
[nice],positive,1
"[good, wicket]",positive,2
[good],positive,1
"[wonder, stump]",positive,2
"[gud, qualiti]",positive,2
[bad],positive,2
"[good, qualiti, awesom, nice, one]",positive,5
"[nice, product]",positive,3
"[good, reason, price]",positive,4
"[best, price, rang]",positive,5
"[good, product, like]",positive,5
"[good, qualiti]",positive,2
"[good, stump, crack, sawn]",positive,10
[ok],positive,1
"[good, product]",positive,2
"[nice, qualiti, expect, love]",positive,6
"[bad, qualiti]",negative,3
"[nice, product, two, stump, donat, ok]",positive,7
"[best, tenni, cricketand, worthi, price]",positive,8
[leather],neutral,3
[good],positive,4
"[good, product, pl, oder]",positive,6
[excel],positive,1
[good],positive,1
"[valu, money]",positive,3
"[good, productwood, qualiti, also, good]",positive,8
"[nice, produc]",positive,2
"[good, product]",positive,2
"[good, product]",positive,2
"[good, product]",positive,3
"[good, strong]",negative,7
[good],positive,2
"[poor, damag]",negative,4
[bad],negative,3
[nice],positive,1
[good],positive,2
"[good, qualiti]",positive,2
[bad],negative,2
"[nice, produxt]",positive,2
[good],positive,1
"[v, good]",positive,2
"[worst, qualiti, do, nt, buy, product, wast, money]",negative,9
[good],positive,1
"[six, wicket, good, littl]",positive,6
"[nice, product]",positive,2
[good],positive,1
[super],positive,1
"[good, product, two, poor, anyway, bad, ok, byu]",negative,15
[super],positive,1
[nice],positive,1
[wast],negative,1
"[best, stump, cricketnext, level]",positive,5
"[got, super, perfect, low, price, enjoy]",positive,18
[nice],positive,1
"[good, product]",positive,2
[good],positive,2
"[good, excel]",positive,2
[good],positive,1
"[worst, wicket]",negative,3
"[nice, price, slightli, damag]",neutral,7
[nice],positive,2
[nice],positive,1
"[good, product, price, crack, fill, chemic, guess]",positive,16
[supab],positive,1
"[price, rang, get, six, stump, four, bail, awesom, ca, nt, realli, complain, qualiti, wood, price, wo, nt, regret, purchas]",positive,28
[nise],neutral,1
"[superbsup, fine, good, look, stump]",positive,6
"[nice, product, strong, also]",positive,6
"[suit, leather, ball, cricket]",neutral,7
"[realli, good, wicket]",positive,3
"[good, product]",positive,2
"[nice, expect]",positive,5
"[nice, product]",positive,5
"[qualiti, poor, stump, break, one, ball, hit]",negative,10
"[beter, shape, qualiti, best]",positive,7
"[stump, heavi, weak, play, tenni, ball, speed, eighti, mph, broke]",negative,19
[good],positive,1
[nice],positive,1
[nice],positive,1
"[quietli, good]",neutral,4
[good],positive,1
[good],positive,1
[nice],positive,1
"[beauti, product, use, week, clean, well, even, heavili, soil, kadhai, milk, pan, come, sparkl, clean]",positive,27
"[good, brand, good, machin, 14place, set, reason, price, brand, cost, 40to60kthank, flipkart, hope, servic, part, easili, avail, must, buy, product]",positive,31
"[work, fine, provid, adaptor, connect, gener, tap, neither, instal, guy, bring, easili, avail, market, rememb, one, thing, dishwash, safe, aluminium, wooden, non, stick, dish, clean, good, steel, dish]",positive,42
"[product, good, job, utensil, come, clean, without, issu, instal, team, jeev, pathet]",neutral,24
"[excel, product, outstand, perform]",positive,5
"[amaz, product, use, coupl, week, give, review, best, product, compar, brand, got, less, rang, must, go, itthank, flipkart]",positive,28
"[good, twentythre, peopl]",positive,4
[great],positive,1
"[nineti, min, wash, good, remain, ok]",negative,11
"[nice, one, rang, thirti, k, fourteen, plu, place, take, two, hr, minimum, clean]",positive,19
[job],positive,3
"[best, class, bought, nineteen, thousand, nine, hundr, work, capac, build, qualiti, like, 35k, 40k, german, engin, alway, trustworthi, hat, motorola]",positive,29
"[one, best, old, utensil, new, must, buy]",positive,12
"[defect, product]",negative,2
"[vfm, machin, job, good, soak, fifteen, min, break, quick, wash, clean, utensil, well]",positive,25
"[good, product]",positive,2
[nice],positive,2
"[frequent, show, error, sign, display, problemat]",negative,8
[good],positive,1
"[finish, great, see, noiceless, use, friendli, good, product, price, segmentand, also, compar, product, high, valu, product]",positive,25
[nice],positive,1
[good],positive,1
"[use, one, half, month, definit, say, good, budget, dishwashermi, famili, member, prefer, clean, shine35, min, run, time, mode, give, shini, look, utensil, thirtyf, min, quit, less, time, other, hand, rest, mode, also, work, pretti, well, kind, shini, layer, miss, wash, said, greasyheavili, oil, burnt, utensil, need, pre, wash, hand, go, wash, would, like, say, everi, one]",positive,97
"[awesom, product, show, good, three, member, famili, six, adult, three, kid, still, work, request, buy, enjoy]",positive,33
"[although, small, unit, famili, ignor, neg, review, read, differ, site, purchas, happi, product, joint, indian, famili, total, indian, cook, kitchen, utensil, come, neat, clean, sparkl]",positive,46
"[i, m, fulli, happi, famili, friend]",positive,7
"[use, product, situat, got, thirti, dishwash, tablet, free, volta]",positive,15
"[best, thing, ever, gift]",positive,7
"[read, mani, review, mani, video, buy, review, posit, actual, best, decis, purchas, famili, four, elder, two, kid, think, perfect, us, dish, twice, day, biggest, thing, final, do, nt, need, extern, hous, help]",positive,67
"[amaz, product, love, work]",positive,5
[nice],positive,1
"[compact, nicesmooth, operationeffect, clean, oili, utensil, fri, pan, etc, dinner, plate, need, thin, rim, prefer, ten, eleven, max, dia]",positive,26
"[good, product, realli, use, use, everyday]",positive,11
"[good, product]",positive,3
"[satisfactori, perform, wo, nt, regret, spend, hard, earn, money, do, nt, buy, size, famili, four]",positive,23
"[valu, moneygood, product]",positive,4
"[good, product, price, rang]",positive,6
"[good, product, afford, price]",positive,6
"[good, product, worst, servic, volta]",negative,7
[good],positive,1
"[worth, great, product, work, women, nuclear, famili]",positive,12
"[good, productdont, hesitatego, iti, fulli, satisfi]",positive,9
"[clean, properli]",negative,3
"[wast, money, time, does, nt, wash, utensil, properli, suitabl, indian, kitchen, return]",negative,23
"[product, goodit, use, everi, kitchen, thank, volt]",positive,12
"[tata, best, countertop, dishwash]",positive,9
"[nice, product]",positive,4
[good],positive,1
"[use, product]",positive,3
"[worth, buy, easi, use, good, fortyf, famili, member, oper, cost, even, less, maid, chargesmachin, oper, sound, less, wash, machin, water, consumpt, twelv, liter, whole, cyclegood, environ]",positive,40
"[excel, work, super, shine, good, dishwash, samsung, work, low, nois, perform, good, useful, four, five, member]",positive,23
"[four, wash, program, avail]",neutral,5
"[receiv, damag, product, seller, refus, return, product, return, polici, elig, ten, day, unabl, creat, return, request, bad, experi, do, nt, purchas, item, anyon, flipkart]",negative,35
"[good, one, famili, 45peopl, though, two, tray, enough, u, go, higher, variant, u, get, three, tray, enough, good, purchas, big, billion, sale, go]",positive,38
"[clean, vessel, nice, take, much, time]",negative,11
[nice],positive,2
"[excel, instal, well, explan]",positive,6
"[product, good]",positive,4
"[fast, respons]",positive,4
"[valu, money]",positive,3
"[dishwaszqh, good, hygien, clean, problem, fix, water, tapth, thread, thirtyfour, inch, difficult, fix]",positive,24
"[product, cool]",positive,4
"[goodal, dish, wash, clear, total, wast, money]",negative,13
"[minimum, run, time, product, 3hr]",neutral,8
"[use, ifb, diswash, wonder, product, slove, problem, wash, utensil, easi, conveni, use, give, one, hundr, rate, producti, recommend, product, near, dear]",positive,39
"[everyth, properli, wash, water, put, dish, washer, good, heavili, soil, dishwash, spray, water, dri, do, nt, scrub, utensil, good, ifb, servic, good]",neutral,37
"[took, three, day, instal, prepar, shell, roughli, six, thousand, seven, thousand, rupe, instal, pertain, variou, cost, trolley, deterg, clean, aid, etc, around, 700r, montli, deterg, wash, aid, overal, wash, qualiti, pretti, decent, long, do, nt, get, optimist, work, super, dirti, utensil, overal, good, product, valu, money]",positive,65
"[good, purchas, price, work, good, time, happi, productupd, work, fine, last, one, yeartip, need, take, lot, care, remov, food, remain, keep, washer]",positive,38
"[prompt, deliveri, perfect, product]",positive,5
"[happi, product, complaint, mainten, costli, one, time, usag, day, month, would, cost, approx, seven, thousand, need, chang, rins, liquid, salt, everi, month, also, complaint, electr, consumpt, run, approx, forti, min, two, hour, base, prog, select, complaint, wash, abil]",neutral,64
"[thank, flipkart, kind, support, thank, custom, care, listen, understand, solv, problemnic, product, ifb, think, ifb, need, improv, peripher, infrastructur]",positive,31
"[best, budget, bosch, dishwash, home, town, expens, premium, also, comparit, effici, clean, noth, less, price, taken, considerationp, pleas, help, famili, purchas, wonder, gadget, spend, expens, mobil, cloth, etc]",positive,52
"[amaz, product, ifb]",positive,4
"[superfast, deliveri, flipkartifb, instal, also, goodi, purchas, dishwash, first, time, worth, buy, itit, clean, utensil, good, n, hygienelyonli, thing, u, need, buy, saltrins, aid, dishwash, deterg, use, ititl, cost, approx, rs500, per, month, result, realli, great]",positive,51
[satisfactori],positive,1
"[month, dishwash, start, make, lot, nois, servic, person, abl, fix]",neutral,17
[wrking],negative,2
"[satisfi, answersnot, anyth, per, scheduleno, number, techin, person]",negative,13
"[good, use, item]",positive,4
[must],positive,2
[good],positive,1
"[work, realli, great, indian, utensil, unless, highli, soil]",positive,10
"[excel, product, use]",positive,6
"[realli, time, saver, perfect, hygien]",positive,5
"[earlier, use, neptun, vxbought, neptun, fx, onlin, versionveri, basic, modeldont, expect, much, dishwasherpeopl, want, dishwash, buy, low, price, mention, use, ifb, dishwash, two, thousand, eight, compar, ifb, never, let, even, till, qualiti, servic, availabl, spare, readili, avail, brand]",negative,63
[work],negative,2
"[leav, white, residuc, vessel, wash]",negative,9
"[purchas, recent, perform, good, happi, product]",positive,10
"[good, product]",positive,2
"[machin, issu, time, soap, dispens, cheapli, made, door, issu, machin, ca, nt, work, custom, servic, option, buy, flipkartbuy, local, vendor]",positive,31
"[good, product]",positive,2
"[do, nt, buy, friend, worst, product]",positive,5
"[much, need, product, everi, household, use, corn, ca, nt, put, utensil, like, aluminium, plastic, rest, perfectlov, product, thank, flipkart]",positive,32
"[help, awesom]",positive,3
"[cheap, best]",positive,3
"[extrem, happi, a1, qualiti, superb, wash, dirti, dish, becom, asnew]",positive,10
"[worthi, purchas]",positive,2
[vvgood],positive,1
"[great, product, perfect, indian, kitchen, perform, rate, ten, ten]",positive,13
"[far, good]",positive,4
"[bought, ifb, dishwash, parent, ok, job, qualiti, pathet, hve, use, bosch, dishwash, regret, buy, ifb, cheaper, price]",negative,36
"[deliveri, good, instal, notbut, product, fantast]",positive,8
[good],positive,1
"[recent, purchas, ifb, dishwash, extrem, use, give, clean, hygien, wash, definit, substitut, manual, wash, think, purchas, happi, decis, share, rel]",positive,50
"[initi, review, use, two, day, use, covid, time, size, appropri, small, kitchenutensil, come, clean, prefer, rins, utensil, bit, els, sticki, patch, milk, etc, may, remain, placesa, use, one, hundr, thirti, hr, cycl, current, satisfi, volta, beko, machineth, demo, guy, good, knowledg, brought, salt, dishwash, deterg, rins, along, good, obvious, need, pay, extra, flipkart, deliveri, awesom]",positive,84
